Tract Code,Tract Income Level,Distressed or Under-served Tract,Tract Median Family Income %,2019 FFIEC Est. MSA/MD non-MSA/MD Median Family Income,2019 Est. Tract Median Family Income,2015 Tract Median Family Income,Tract Population,Tract Minority %,Minority Population,Owner Occupied Units,1- to 4- Family Units,Year,County
0059.00,Upper,No,174.27,"$103,400","$180,195","$160,890",7705,18.86,1453,1521,2056,2018,King
0060.00,Upper,No,173.42,"$103,400","$179,316","$160,104",5564,14.59,812,1309,1700,2018,King
0061.00,Upper,No,151.81,"$103,400","$156,972","$140,147",5219,18.68,975,1103,1615,2018,King
0062.00,Upper,No,168.49,"$103,400","$174,219","$155,547",4063,17.20,699,1282,1444,2018,King
0063.00,Upper,No,218.08,"$103,400","$225,495","$201,333",4988,15.58,777,1518,1657,2018,King
0064.00,Upper,No,199.19,"$103,400","$205,962","$183,889",3341,13.38,447,999,1199,2018,King
0065.00,Upper,No,165.49,"$103,400","$171,117","$152,778",4449,10.45,465,1047,1230,2018,King
0066.00,Middle,No,110.43,"$103,400","$114,185","$101,949",3585,25.10,900,414,688,2018,King
0067.00,Upper,No,120.10,"$103,400","$124,183","$110,881",7600,31.45,2390,1304,1026,2018,King
0068.00,Upper,No,169.83,"$103,400","$175,604","$156,786",3206,14.72,472,654,929,2018,King
0069.00,Upper,No,157.11,"$103,400","$162,452","$145,040",4727,12.86,608,1165,1508,2018,King
0070.00,Upper,No,137.79,"$103,400","$142,475","$127,210",7503,23.15,1737,1389,615,2018,King
0071.00,Upper,No,121.02,"$103,400","$125,135","$111,731",3780,26.93,1018,465,119,2018,King
0072.00,Upper,No,137.38,"$103,400","$142,051","$126,827",6798,42.34,2878,585,71,2018,King
0073.00,Upper,No,145.91,"$103,400","$150,871","$134,708",5594,34.47,1928,439,44,2018,King
0074.01,Middle,No,115.60,"$103,400","$119,530","$106,719",5019,27.26,1368,818,268,2018,King
0074.02,Upper,No,125.84,"$103,400","$130,119","$116,179",5210,33.76,1759,733,161,2018,King
0075.00,Middle,No,108.82,"$103,400","$112,520","$100,463",7783,31.84,2478,935,1219,2018,King
0076.00,Middle,No,105.87,"$103,400","$109,470","$97,738",3871,26.69,1033,679,847,2018,King
0077.00,Upper,No,148.94,"$103,400","$154,004","$137,500",5123,29.38,1505,1252,1730,2018,King
0078.00,Upper,No,186.28,"$103,400","$192,614","$171,976",5641,33.27,1877,1643,2097,2018,King
0079.00,Middle,No,101.33,"$103,400","$104,775","$93,545",6216,27.85,1731,983,1075,2018,King
0080.01,Upper,No,139.40,"$103,400","$144,140","$128,693",5967,35.24,2103,1074,313,2018,King
0080.02,Moderate,No,71.91,"$103,400","$74,355","$66,393",3469,30.50,1058,438,82,2018,King
0081.00,Upper,No,132.11,"$103,400","$136,602","$121,964",4435,36.10,1601,506,66,2018,King
